,window_start,window_end,rmssd,sdnn,sdsd,nn50,pnn50,mrri,mhr,sessionId,end_timestamp,start_timestamp,hr,hrIbi,rmssd_diff,sdnn_diff,sdsd_diff,nn50_diff,pnn50_diff,mrri_diff,mhr_diff,hr_diff,hrIbi_diff
20,1970-01-01 00:17:03.325,1970-01-01 00:17:22.792,211.20684963640107,137.7954401761297,254.07151224278044,3.0,75.0,746.25,82.51264843825595,1,1042792.0,1023325.0,108.0,784.0,211.20684963640107,137.7954401761297,,3.0,75.0,177.25,-22.93550621903755,6.0,-21.0
21,1970-01-01 00:17:32.792,1970-01-01 00:17:33.792,50.0,35.35533905932738,,0.0,0.0,942.0,63.73916112858463,1,1053792.0,1052792.0,96.5,801.0,-161.20684963640107,-102.44010111680231,,-3.0,-75.0,195.75,-18.773487309671324,-11.5,17.0
22,1970-01-01 00:18:05.792,1970-01-01 00:18:05.792,,,,0.0,0.0,865.0,69.36416184971098,1,1085792.0,1085792.0,96.0,959.0,,,,0.0,0.0,-77.0,5.625000721126355,-0.5,158.0
23,1970-01-01 00:18:45.795,1970-01-01 00:18:50.800,167.5291019494822,120.61909743762249,186.489409886996,2.0,33.33333333333333,586.1666666666666,105.25669300230368,1,1130800.0,1125795.0,96.0,837.0,,,,2.0,33.33333333333333,-278.83333333333337,35.892531152592696,0.0,-122.0
24,1970-01-01 00:19:20.759,1970-01-01 00:19:29.759,104.26216955348666,88.12869377601524,113.69696565871932,2.0,33.33333333333333,646.6666666666666,94.16464188745356,1,1169759.0,1160759.0,92.5,719.5,-63.26693239599554,-32.490403661607246,-72.79244422827666,0.0,0.0,60.5,-11.092051114850122,-3.5,-117.5
25,1970-01-01 00:19:58.759,1970-01-01 00:19:58.759,,,,0.0,0.0,993.0,60.42296072507553,1,1198759.0,1198759.0,92.0,648.0,,,,-2.0,-33.33333333333333,346.33333333333337,-33.74168116237803,-0.5,-71.5
26,1970-01-01 00:20:02.759,1970-01-01 00:20:07.759,15.588457268119896,13.5,15.588457268119896,0.0,0.0,957.75,62.656035300265145,1,1207759.0,1202759.0,94.0,682.0,,,,0.0,0.0,-35.25,2.233074575189619,2.0,34.0
27,1970-01-01 00:20:51.759,1970-01-01 00:20:51.759,,,,0.0,0.0,971.0,61.79196704428424,1,1251759.0,1251759.0,99.0,704.5,,,,0.0,0.0,13.25,-0.8640682559809036,5.0,22.5
28,1970-01-01 00:21:49.759,1970-01-01 00:21:55.759,331.6700167334997,194.536200572884,465.2762620207483,2.0,66.66666666666666,823.3333333333334,76.07209240763325,1,1315759.0,1309759.0,92.0,607.0,,,,2.0,66.66666666666666,-147.66666666666663,14.280125363349008,-7.0,-97.5
29,1970-01-01 00:22:03.759,1970-01-01 00:22:06.759,279.0292696713614,171.2425180847327,334.61819038022026,2.0,50.0,694.0,90.43405969261424,1,1326759.0,1323759.0,94.16666666666667,719.8333333333334,-52.6407470621383,-23.29368248815132,-130.65807164052802,0.0,-16.666666666666657,-129.33333333333337,14.361967284980992,2.1666666666666714,112.83333333333337
30,1970-01-01 00:22:30.759,1970-01-01 00:22:57.759,57.0350769263968,36.32446374919617,63.59402487655582,2.0,33.33333333333333,960.6666666666666,62.53511341062141,1,1377759.0,1350759.0,86.66666666666667,593.0,-221.9941927449646,-134.9180543355365,-271.02416550366445,0.0,-16.66666666666667,266.66666666666663,-27.898946281992828,-7.5,-126.83333333333337
31,1970-01-01 00:23:19.759,1970-01-01 00:23:19.759,,,,0.0,0.0,994.0,60.36217303822938,1,1399759.0,1399759.0,97.0,601.0,,,,-2.0,-33.33333333333333,33.33333333333337,-2.172940372392034,10.333333333333329,8.0
32,1970-01-01 00:23:51.759,1970-01-01 00:23:52.759,11.0,7.7781745930520225,,0.0,0.0,919.5,65.2551895440298,1,1432759.0,1431759.0,100.0,635.0,,,,0.0,0.0,-74.5,4.893016505800425,3.0,34.0
33,1970-01-01 00:24:01.759,1970-01-01 00:24:27.759,169.3376803903963,124.16263975572971,180.8857176704199,6.0,66.66666666666666,855.8888888888889,71.73509606584415,1,1467759.0,1441759.0,97.0,582.0,158.3376803903963,116.38446516267769,,6.0,66.66666666666666,-63.611111111111086,6.479906521814343,-3.0,-53.0
34,1970-01-01 00:24:35.759,1970-01-01 00:24:59.759,235.36496482413577,183.27097424305904,273.6439292218996,3.0,75.0,810.25,77.10511285354806,1,1499759.0,1475759.0,98.5,740.25,66.02728443373948,59.10833448732933,92.75821155147972,-3.0,8.333333333333343,-45.638888888888914,5.370016787703918,1.5,158.25
35,1970-01-01 00:25:00.759,1970-01-01 00:25:01.759,0.0,0.0,,0.0,0.0,986.0,60.851926977687626,1,1501759.0,1500759.0,98.63636363636364,723.5454545454545,-235.36496482413577,-183.27097424305904,,-3.0,-75.0,175.75,-16.25318587586044,0.13636363636364024,-16.704545454545496
36,1970-01-01 00:25:45.759,1970-01-01 00:25:45.759,,,,0.0,0.0,544.0,110.2941176470588,1,1545759.0,1545759.0,99.4,702.5,,,,0.0,0.0,-442.0,49.44219066937117,0.7636363636363654,-21.045454545454504
37,1970-01-01 00:26:24.759,1970-01-01 00:26:24.759,,,,0.0,0.0,727.0,82.53094910591471,1,1584759.0,1584759.0,102.58333333333333,680.4166666666666,,,,0.0,0.0,183.0,-27.763168541144083,3.183333333333323,-22.08333333333337
38,1970-01-01 00:26:50.759,1970-01-01 00:26:50.759,,,,0.0,0.0,909.0,66.006600660066,1,1610759.0,1610759.0,104.0,588.0,,,,0.0,0.0,182.0,-16.524348445848716,1.4166666666666714,-92.41666666666663
39,1970-01-01 00:27:21.759,1970-01-01 00:27:27.759,25.317977802344327,14.977761292440649,35.35533905932738,0.0,0.0,893.6666666666666,67.1517872134498,1,1647759.0,1641759.0,98.0,952.0,,,,0.0,0.0,-15.333333333333371,1.1451865533837946,-6.0,364.0
40,1970-01-01 00:27:34.759,1970-01-01 00:27:34.759,,,,0.0,0.0,902.0,66.51884700665188,1,1654759.0,1654759.0,99.5,855.5,,,,0.0,0.0,8.333333333333371,-0.6329402067979117,1.5,-96.5
41,1970-01-01 00:28:08.759,1970-01-01 00:28:29.023,134.06248543123465,112.23769420297263,151.80552251702397,3.0,60.0,669.4,91.75246481454836,1,1709023.0,1688759.0,95.0,651.6666666666666,,,,3.0,60.0,-232.60000000000002,25.23361780789648,-4.5,-203.83333333333337
42,1970-01-01 00:28:30.023,1970-01-01 00:28:59.023,190.91883092036784,155.88457268119896,190.91883092036784,1.0,33.33333333333333,689.0,90.64061274466536,1,1739023.0,1710023.0,102.0,947.0,56.85634548913319,43.64687847822633,39.113308403343865,-2.0,-26.66666666666667,19.600000000000023,-1.1118520698829997,7.0,295.33333333333337
43,1970-01-01 00:29:26.165,1970-01-01 00:29:28.165,0.0,0.0,0.0,0.0,0.0,879.0,68.25938566552901,1,1768165.0,1766165.0,100.0,643.0,-190.91883092036784,-155.88457268119896,-190.91883092036784,-1.0,-33.33333333333333,190.0,-22.38122707913635,-2.0,-304.0
44,1970-01-01 00:29:32.165,1970-01-01 00:29:59.165,211.50945605338785,200.80039840597928,211.84487248928164,3.0,60.0,762.4,83.58113726049619,1,1799165.0,1772165.0,74.25,687.1666666666666,211.50945605338785,200.80039840597928,211.84487248928164,3.0,60.0,-116.60000000000002,15.321751594967182,-25.75,44.16666666666663
45,1970-01-01 00:30:08.165,1970-01-01 00:30:29.165,165.36626016210198,113.15196271681134,178.9393752084767,4.0,66.66666666666666,853.8333333333334,71.42777018606712,1,1829165.0,1808165.0,77.33333333333333,763.5833333333334,-46.14319589128587,-87.64843568916794,-32.90549728080495,1.0,6.666666666666657,91.4333333333334,-12.15336707442907,3.0833333333333286,76.41666666666674
46,1970-01-01 00:30:41.165,1970-01-01 00:30:51.165,34.06366588218792,34.06366588218792,34.06366588218791,1.0,25.0,748.5,80.28502883539335,1,1851165.0,1841165.0,93.0,990.0,-131.30259427991405,-79.08829683462342,-144.87570932628878,-3.0,-41.66666666666666,-105.33333333333337,8.857258649326226,15.666666666666671,226.41666666666663
47,1970-01-01 00:31:11.165,1970-01-01 00:31:14.165,34.0,24.04163056034261,,0.0,0.0,937.0,64.05523653267706,1,1874165.0,1871165.0,97.33333333333333,792.6666666666666,-0.06366588218791946,-10.022035321845308,,-1.0,-25.0,188.5,-16.22979230271629,4.333333333333329,-197.33333333333337
48,1970-01-01 00:31:42.165,1970-01-01 00:31:48.165,17.320508075688775,17.320508075688775,17.320508075688775,0.0,0.0,968.0,61.9983582390673,1,1908165.0,1902165.0,98.5,788.5,-16.679491924311225,-6.721122484653836,,0.0,0.0,31.0,-2.0568782936097563,1.1666666666666714,-4.166666666666629
49,1970-01-01 00:32:05.165,1970-01-01 00:32:11.165,5.5,6.024948132556827,5.5,0.0,0.0,899.4,66.7135299123164,1,1931165.0,1925165.0,101.0,511.0,-11.820508075688775,-11.295559943131948,-11.820508075688775,0.0,0.0,-68.60000000000002,4.7151716732491025,2.5,-277.5
50,1970-01-01 00:32:38.165,1970-01-01 00:32:58.165,24.0,16.97056274847714,,0.0,0.0,946.0,63.43515443040238,1,1978165.0,1958165.0,103.0,696.0,18.5,10.945614615920313,,0.0,0.0,46.60000000000002,-3.2783754819140256,2.0,185.0
51,1970-01-01 00:33:16.165,1970-01-01 00:33:25.165,30.138568866708543,25.2899848424892,34.03429642777023,0.0,0.0,724.75,82.8632477632294,1,2005165.0,1996165.0,100.28571428571429,657.7142857142857,6.1385688667085425,8.319422094012062,,0.0,0.0,-221.25,19.428093332827018,-2.714285714285708,-38.285714285714334
52,1970-01-01 00:34:24.165,1970-01-01 00:34:24.165,,,,0.0,0.0,937.0,64.03415154749199,1,2064165.0,2064165.0,92.57142857142857,751.1428571428571,,,,0.0,0.0,212.25,-18.829096215737408,-7.714285714285722,93.42857142857144
53,1970-01-01 00:34:33.165,1970-01-01 00:34:34.165,361.0,255.26554800834364,,1.0,50.0,680.5,94.8432055749129,1,2074165.0,2073165.0,94.25,744.75,,,,1.0,50.0,-256.5,30.809054027420913,1.6785714285714306,-6.39285714285711
54,1970-01-01 00:35:10.165,1970-01-01 00:35:15.165,63.95154415649399,58.37950553633242,63.95154415649398,1.0,16.666666666666664,579.8333333333334,104.23420919916428,1,2115165.0,2110165.0,95.5,744.3333333333334,-297.048455843506,-196.88604247201124,,0.0,-33.333333333333336,-100.66666666666663,9.391003624251383,1.25,-0.41666666666662877
55,1970-01-01 00:35:46.165,1970-01-01 00:35:59.167,28.14841617806113,17.97220075561143,33.171272711991826,0.0,0.0,697.5,86.06428933241648,1,2159167.0,2146165.0,99.0,918.0,-35.803127978432855,-40.40730478072099,-30.780271444502155,-1.0,-16.666666666666664,117.66666666666663,-18.169919866747804,3.5,173.66666666666663
56,1970-01-01 00:36:38.516,1970-01-01 00:36:38.516,,,,0.0,0.0,876.0,68.4931506849315,1,2198516.0,2198516.0,102.33333333333333,625.3333333333334,,,,0.0,0.0,178.5,-17.571138647484972,3.3333333333333286,-292.66666666666663
57,1970-01-01 00:37:48.146,1970-01-01 00:37:48.146,,,,0.0,0.0,983.0,61.03763987792472,1,2268146.0,2268146.0,101.75,665.0,,,,0.0,0.0,107.0,-7.455510807006789,-0.5833333333333286,39.66666666666663
58,1970-01-01 00:38:10.146,1970-01-01 00:38:11.146,0.0,0.0,,0.0,0.0,785.0,76.43312101910827,1,2291146.0,2290146.0,97.0,694.5,,,,0.0,0.0,-198.0,15.395481141183552,-4.75,29.5
59,1970-01-01 00:38:31.146,1970-01-01 00:38:49.146,3.0,2.1213203435596424,,0.0,0.0,991.5,60.51451066556807,1,2329146.0,2311146.0,102.8,716.0,3.0,2.1213203435596424,,0.0,0.0,206.5,-15.918610353540203,5.799999999999997,21.5
60,1970-01-01 00:39:14.154,1970-01-01 00:39:26.185,49.652123150307816,43.0,49.652123150307816,1.0,25.0,643.5,93.53370755899503,1,2366185.0,2354154.0,100.0,907.0,46.652123150307816,40.878679656440355,,1.0,25.0,-348.0,33.019196893426965,-2.799999999999997,191.0
61,1970-01-01 00:39:32.191,1970-01-01 00:39:32.191,,,,0.0,0.0,961.0,62.43496357960458,1,2372191.0,2372191.0,98.4,641.8,,,,-1.0,-25.0,317.5,-31.098743979390456,-1.5999999999999943,-265.20000000000005
62,1970-01-01 00:40:14.381,1970-01-01 00:40:18.381,180.0,127.27922061357856,,1.0,50.0,643.0,95.17724232698242,1,2418381.0,2414381.0,100.0,949.0,,,,1.0,50.0,-318.0,32.742278747377846,1.5999999999999943,307.20000000000005
63,1970-01-01 00:40:34.381,1970-01-01 00:40:38.381,340.1190967881692,196.50530103112573,480.83261120685233,2.0,66.66666666666666,665.3333333333334,94.90456107261538,1,2438381.0,2434381.0,97.0,524.0,160.1190967881692,69.22608041754717,,1.0,16.666666666666657,22.33333333333337,-0.2726812543670434,-3.0,-425.0
64,1970-01-01 00:41:05.381,1970-01-01 00:41:26.381,213.1583918122859,136.9567189193099,230.48420047080597,2.0,28.57142857142857,749.8571428571429,82.51026110539637,1,2486381.0,2465381.0,92.0,643.0,-126.96070497588329,-59.54858211181582,-250.34841073604636,0.0,-38.09523809523809,84.52380952380952,-12.394299967219013,-5.0,119.0
65,1970-01-01 00:41:40.381,1970-01-01 00:41:54.381,146.46728872573107,131.1827605543757,159.72580672306316,2.0,50.0,678.75,90.91422536794802,1,2514381.0,2500381.0,95.0,926.0,-66.69110308655485,-5.773958364934202,-70.75839374774282,0.0,21.42857142857143,-71.10714285714289,8.403964262551654,3.0,283.0
66,1970-01-01 00:42:51.381,1970-01-01 00:42:59.381,258.9427221092212,219.7595276660377,265.7335758486935,1.0,25.0,633.75,101.48938008090016,1,2579381.0,2571381.0,98.5,794.0,112.47543338349016,88.57676711166201,106.00776912563032,-1.0,-25.0,-45.0,10.575154712952141,3.5,-132.0
67,1970-01-01 00:43:08.381,1970-01-01 00:43:17.381,166.616925910905,137.34433612882137,184.65237610169007,3.0,50.0,754.6666666666666,81.54072674576476,1,2597381.0,2588381.0,92.0,544.4,-92.32579619831623,-82.41519153721634,-81.08119974700341,2.0,25.0,120.91666666666663,-19.948653335135404,-6.5,-249.60000000000002
68,1970-01-01 00:43:35.381,1970-01-01 00:43:54.385,338.9137058308501,203.96323198066847,468.811795926681,2.0,66.66666666666666,730.0,86.44587395843716,1,2634385.0,2615381.0,96.2,756.4,172.29677991994512,66.6188958518471,284.1594198249909,-1.0,16.666666666666657,-24.66666666666663,4.905147212672404,4.200000000000003,212.0
69,1970-01-01 00:44:07.686,1970-01-01 00:44:10.686,72.8319984622144,59.46707772653145,72.8319984622144,1.0,33.33333333333333,575.6666666666666,105.02150224722732,1,2650686.0,2647686.0,96.0,875.5,-266.0817073686357,-144.49615425413702,-395.97979746446657,-1.0,-33.33333333333333,-154.33333333333337,18.575628288790156,-0.20000000000000284,119.10000000000002
70,1970-01-01 00:44:37.686,1970-01-01 00:44:47.686,175.7171021841642,157.4685153715921,135.0573952066306,2.0,66.66666666666666,737.6666666666666,83.6381821583483,1,2687686.0,2677686.0,96.0,955.0,102.88510372194979,98.00143764506066,62.22539674441619,1.0,33.33333333333333,162.0,-21.383320088879017,0.0,79.5
71,1970-01-01 00:45:17.686,1970-01-01 00:45:21.686,217.0837012152993,217.0837012152993,217.0837012152993,1.0,25.0,811.0,78.18412312794335,1,2721686.0,2717686.0,100.2,740.4,41.36659903113511,59.615185843707195,82.02630600866871,-1.0,-41.66666666666666,73.33333333333337,-5.454059030404949,4.200000000000003,-214.60000000000002
72,1970-01-01 00:45:43.686,1970-01-01 00:45:43.686,,,,0.0,0.0,994.0,60.36217303822938,1,2743686.0,2743686.0,94.66666666666667,863.6666666666666,,,,-1.0,-25.0,183.0,-17.821950089713972,-5.533333333333331,123.26666666666665
73,1970-01-01 00:46:10.686,1970-01-01 00:46:11.686,0.0,0.0,,0.0,0.0,503.0,119.28429423459244,1,2771686.0,2770686.0,97.0,733.25,,,,0.0,0.0,-491.0,58.92212119636306,2.3333333333333286,-130.41666666666663
74,1970-01-01 00:47:50.686,1970-01-01 00:47:50.686,,,,0.0,0.0,578.0,103.80622837370242,1,2870686.0,2870686.0,86.5,668.0,,,,0.0,0.0,75.0,-15.478065860890013,-10.5,-65.25
75,1970-01-01 00:49:12.686,1970-01-01 00:49:12.686,,,,0.0,0.0,775.0,77.41935483870968,1,2952686.0,2952686.0,86.375,702.875,,,,0.0,0.0,197.0,-26.386873534992745,-0.125,34.875
76,1970-01-01 00:49:34.686,1970-01-01 00:49:58.686,181.08653548326924,192.7597814206411,184.1474047242227,3.0,42.85714285714285,657.0,97.1823364237969,1,2998686.0,2974686.0,87.22222222222223,661.8888888888889,,,,3.0,42.85714285714285,-118.0,19.762981585087218,0.8472222222222285,-40.986111111111086
77,1970-01-01 00:50:13.686,1970-01-01 00:50:19.686,74.95331880577403,61.19912853410033,74.95331880577403,1.0,33.33333333333333,575.6666666666666,105.07040884121146,1,3019686.0,3013686.0,87.75,755.5,-106.13321667749521,-131.56065288654077,-109.19408591844866,-2.0,-9.523809523809518,-81.33333333333337,7.888072417414563,0.5277777777777715,93.61111111111109
78,1970-01-01 00:50:56.686,1970-01-01 00:50:57.686,0.0,0.0,,0.0,0.0,752.0,79.7872340425532,1,3057686.0,3056686.0,93.0,505.0,-74.95331880577403,-61.19912853410033,,-1.0,-33.33333333333333,176.33333333333337,-25.283174798658266,5.25,-250.5
79,1970-01-01 00:51:03.686,1970-01-01 00:51:22.714,264.1708727320255,158.7561022449216,303.16263512071095,3.0,60.0,698.0,88.94284863602589,1,3082714.0,3063686.0,88.7,547.1,264.1708727320255,158.7561022449216,,3.0,60.0,-54.0,9.155614593472691,-4.299999999999997,42.10000000000002
80,1970-01-01 00:52:06.745,1970-01-01 00:52:22.745,217.8818487162251,180.4780688430961,211.4249275747777,1.0,33.33333333333333,703.6666666666666,88.65585272101173,1,3142745.0,3126745.0,87.0,633.0,-46.28902401580038,21.721966598174504,-91.73770754593323,-2.0,-26.66666666666667,5.666666666666629,-0.28699591501415966,-1.7000000000000028,85.89999999999998
81,1970-01-01 00:52:44.745,1970-01-01 00:52:45.745,0.0,0.0,,0.0,0.0,516.0,116.27906976744184,1,3165745.0,3164745.0,82.46153846153847,581.2307692307693,-217.8818487162251,-180.4780688430961,,-1.0,-33.33333333333333,-187.66666666666663,27.623217046430113,-4.538461538461533,-51.76923076923072
82,1970-01-01 00:53:08.745,1970-01-01 00:53:24.745,156.69875557897709,154.5736070614903,44.54772721475249,2.0,66.66666666666666,799.0,76.96317773547003,1,3204745.0,3188745.0,83.5,537.0,156.69875557897709,154.5736070614903,,2.0,66.66666666666666,283.0,-39.31589203197181,1.038461538461533,-44.23076923076928
83,1970-01-01 00:53:35.745,1970-01-01 00:53:56.745,126.40332274113683,88.35987022776045,139.71757226634023,3.0,50.0,800.3333333333334,75.77384566449943,1,3236745.0,3215745.0,87.0,513.0,-30.295432837840252,-66.21373683372984,95.16984505158774,1.0,-16.666666666666657,1.3333333333333712,-1.1893320709705932,3.5,-24.0
84,1970-01-01 00:54:07.745,1970-01-01 00:54:27.745,186.30888330941173,150.059829338009,198.92176016380577,3.0,42.85714285714285,690.5714285714286,89.86975249196091,1,3267745.0,3247745.0,89.0,513.0,59.90556056827489,61.69995911024854,59.204187897465545,0.0,-7.142857142857153,-109.76190476190482,14.095906827461476,2.0,0.0
85,1970-01-01 00:54:32.745,1970-01-01 00:54:44.745,83.58528578643492,51.63655036244514,113.84419177103416,2.0,66.66666666666666,586.3333333333334,102.85820902685788,1,3284745.0,3272745.0,87.5,583.6666666666666,-102.7235975229768,-98.42327897556385,-85.07756839277161,-1.0,23.80952380952381,-104.23809523809518,12.988456534896969,-1.5,70.66666666666663
86,1970-01-01 00:55:01.745,1970-01-01 00:55:02.745,0.0,0.0,,0.0,0.0,718.0,83.56545961002786,1,3302745.0,3301745.0,84.75,694.5,-83.58528578643492,-51.63655036244514,,-2.0,-66.66666666666666,131.66666666666663,-19.29274941683002,-2.75,110.83333333333337
87,1970-01-01 00:56:16.359,1970-01-01 00:56:25.359,95.36875798708924,67.61558005864231,105.72038592438074,3.0,50.0,633.3333333333334,95.69829702847126,1,3385359.0,3376359.0,85.33333333333333,531.3333333333334,95.36875798708924,67.61558005864231,,3.0,50.0,-84.66666666666663,12.132837418443401,0.5833333333333286,-163.16666666666663
88,1970-01-01 00:56:30.359,1970-01-01 00:56:52.359,56.39148871948674,34.11744421846396,69.02173570694958,2.0,50.0,644.0,93.35453393901282,1,3412359.0,3390359.0,89.5,508.0,-38.9772692676025,-33.49813584017835,-36.69865021743115,-1.0,0.0,10.666666666666629,-2.3437630894584345,4.166666666666671,-23.33333333333337
89,1970-01-01 00:57:05.359,1970-01-01 00:57:16.185,92.2264294316672,65.68974697121962,99.36273134808836,2.0,25.0,807.5,74.68635046753013,1,3436185.0,3425359.0,93.0,837.5,35.83494071218046,31.57230275275566,30.340995641138775,0.0,-25.0,163.5,-18.668183471482692,3.5,329.5
90,1970-01-01 00:57:34.185,1970-01-01 00:57:41.185,165.3148511174964,156.56415085623317,91.92388155425118,2.0,66.66666666666666,751.6666666666666,82.43504579042123,1,3461185.0,3454185.0,86.55555555555556,597.5555555555555,73.0884216858292,90.87440388501355,-7.4388497938371785,0.0,41.66666666666666,-55.83333333333337,7.748695322891095,-6.444444444444443,-239.94444444444446
